"logFC"	"logCPM"	"PValue"	"FDR"
"ENSMUSG00000029763"	1.0314303524367	4.68920739034322	1.43074834135076e-32	1.01345949355787e-30
"ENSMUSG00000074649"	1.11213905104445	4.59994633175731	1.89558625817586e-32	1.33558167956369e-30
"ENSMUSG00000037139"	2.6499739524377	1.77641195571168	2.00322173877487e-32	1.40395106623343e-30
"ENSMUSG00000032310"	-1.50486893106364	9.18980884403621	2.69258164534936e-32	1.87715455127882e-30
"ENSMUSG00000025289"	-1.13828677130443	5.70372640316954	3.08588631861632e-32	2.14008639666972e-30
"ENSMUSG00000060227"	-2.01920621870609	2.20843935352181	3.18259706600467e-32	2.19566045501551e-30
"ENSMUSG00000026669"	-1.61076022160949	6.03956154938226	4.21513817274674e-32	2.89293887234214e-30
"ENSMUSG00000035439"	1.79379324204263	2.95891492408649	4.36220722693195e-32	2.9784431406155e-30
"ENSMUSG00000031767"	-2.27478362604194	8.58201787639554	6.20597158198536e-32	4.21560510640913e-30
"ENSMUSG00000022575"	-1.27219974103178	4.40453877549846	6.68814332160311e-32	4.51995645091606e-30
"ENSMUSG00000025492"	-1.11411469170217	7.62659461470116	7.64368135195236e-32	5.1395026998965e-30
"ENSMUSG00000060550"	-1.58868565755432	4.75109607340293	1.93460343085657e-31	1.29423015379425e-29
"ENSMUSG00000045775"	2.7844355681932	5.62388354985344	2.03636085689041e-31	1.35545909097339e-29
"ENSMUSG00000027965"	1.81355625998359	2.28358007920898	4.37065884567358e-31	2.89468735348961e-29
"ENSMUSG00000037440"	1.82266959603527	6.51919297807937	5.19270934652388e-31	3.42202129373409e-29
"ENSMUSG00000028991"	0.989891032280987	6.38349209554742	5.5959615367551e-31	3.66951022355733e-29
"ENSMUSG00000060002"	1.11881440485682	8.44917551936038	6.52662446393911e-31	4.25870283986884e-29
"ENSMUSG00000057400"	-0.946830819676249	10.9930247624175	1.30106130763066e-30	8.4479696474881e-29
"ENSMUSG00000030257"	2.43747950467967	1.39876937782608	1.57106576482608e-30	1.01513839614079e-28
"ENSMUSG00000026638"	-1.46710740968148	4.8092374997002	2.52279585039074e-30	1.62218222496484e-28
"ENSMUSG00000027356"	3.55387617660452	1.20947561592065	2.74335555980357e-30	1.75548249976609e-28
"ENSMUSG00000052396"	3.45579538586231	1.32236867154556	2.90555374383348e-30	1.85033485052011e-28
"ENSMUSG00000062545"	1.88793237272293	4.58677222447515	3.48721466156982e-30	2.21012657450497e-28
"ENSMUSG00000021208"	2.17342749412809	2.97524483902257	4.48990371316535e-30	2.83206021831372e-28
"ENSMUSG00000021236"	1.04550161071471	9.29489412559603	9.96021899060283e-30	6.25275169429029e-28
