	logFC.group_allob.ob.12	logFC.group_allob.ob.16	logFC.group_allob.ob.2	logFC.group_allob.ob.24	logFC.group_allob.ob.4	logFC.group_allob.ob.6	logFC.group_allob.ob.8	logCPM	LR	PValue	FDR
ENSMUSG00000003031	0.01405903	-0.031999308	-0.009292785	0.226749359	0.138332789	0.170679392	0.196293594	3.702161827	13.50128877	0.060796526	0.103828681
ENSMUSG00000050592	-0.72928491	-0.269298187	-0.771939731	-0.486215085	-0.697306429	-0.546412167	-0.729565702	0.614540409	13.50076688	0.060807405	0.103834867
ENSMUSG00000086390	0.328614605	0.121858887	0.009074243	0.374926997	0.196240034	0.22104095	0.236496225	3.990384756	13.49780176	0.06086925	0.103928071
ENSMUSG00000028582	0.127592405	0.031480774	-0.109792523	0.082093606	-0.104486398	0.063617387	0.098026589	3.940204768	13.49582118	0.060910592	0.103986249
ENSMUSG00000027011	0.179119376	0.067251986	-0.020560132	0.139932329	-0.072294779	-0.108165723	0.088828538	4.254024132	13.49467415	0.060934547	0.104014734
ENSMUSG00000054720	-0.000500327	0.067341278	0.257557241	0.098275213	0.121333817	-0.129912578	-0.290129462	2.823527411	13.493103	0.060967373	0.104058353
ENSMUSG00000063065	-0.084625437	-0.055638082	-0.099167764	-0.024507888	-0.043594636	-0.210989943	-0.194879769	5.43827504	13.48476666	0.061141816	0.104343643
ENSMUSG00000038324	-0.092514366	-0.083122398	0.011528214	-0.045624895	0.025861604	-0.083494982	-0.157113734	6.824767587	13.48157546	0.061208715	0.104445354
ENSMUSG00000028969	-0.222990367	-0.165380666	-0.118085386	-0.138736396	-0.093244002	-0.301507701	-0.244246282	3.954046258	13.48112087	0.06121825	0.104449168
ENSMUSG00000020962	-0.250581838	-0.122991535	-0.02231375	0.035122817	-0.00243021	0.011248817	-0.049658366	4.379158808	13.47945641	0.061253175	0.104496295
ENSMUSG00000031146	0.239426684	0.250527369	-0.230290706	-0.41146035	-0.117312548	-0.03545029	-0.172363238	0.878114254	13.47354203	0.061377422	0.104695775
ENSMUSG00000022125	0.052650669	-0.006219169	0.108096845	0.029499879	0.159998377	0.157954428	0.179495576	4.925928538	13.46992132	0.061453599	0.104813219
ENSMUSG00000097675	1.177284566	1.316322841	1.019923974	2.106239808	1.815597357	0.589242097	1.428634049	-2.051099325	13.46594328	0.061537393	0.104943626
ENSMUSG00000023829	-0.231205211	-0.20933815	-0.062201003	-0.240841401	-0.152535611	-0.207390615	-0.206863697	8.651606309	13.45980269	0.061666946	0.105152028
ENSMUSG00000030868	-0.062048413	-0.15746366	-0.039035859	-0.286154943	-0.079243702	-0.133014419	-0.071877167	4.387394859	13.45895977	0.06168475	0.105169852
ENSMUSG00000026799	0.267620255	0.31868863	0.102870963	-0.12662498	0.160519741	0.014572187	0.071991675	2.30711619	13.45544027	0.061759136	0.105284132
ENSMUSG00000090210	-0.681588868	-0.311800703	0.103729684	-0.581346729	0.049587176	0.19642117	0.422944365	-0.344141456	13.45364796	0.061797049	0.105336214
ENSMUSG00000026311	0.221944939	0.079519855	-0.005264614	-0.000245423	0.093652789	-0.174500383	-0.149928427	3.196693186	13.45176864	0.061836825	0.105384653
ENSMUSG00000037119	-0.126943545	-0.092556616	-0.07874394	0.064327696	-0.088691903	-0.132247292	-0.143606824	6.497551877	13.45160936	0.061840198	0.105384653
ENSMUSG00000024151	0.182882876	0.232798676	0.183518128	0.125180287	0.2681454	0.400998937	0.187918349	2.812574525	13.44768723	0.061923291	0.105513688
ENSMUSG00000046351	-0.32164919	-0.364434179	-0.046846241	0.02017952	-0.107633419	-0.038891765	0.11444093	2.710116191	13.44250514	0.062033234	0.105688439
ENSMUSG00000114709	-0.793350577	-0.016892791	-0.092717344	0.773275588	0.332622334	-0.988117513	-0.036273347	-1.289841855	13.43561563	0.062179678	0.105925329
ENSMUSG00000094870	0.162366197	0.310624878	-0.04515951	0.23768474	0.046361509	0.310709877	0.099802806	3.350878765	13.43271474	0.062241435	0.106017912
ENSMUSG00000054675	-0.511880372	-0.700952484	-0.081284671	-0.730185204	-0.298070912	-0.051783433	0.017789675	0.737728827	13.43059728	0.062286549	0.106082127
ENSMUSG00000026425	-0.199661227	-0.20098896	-0.034471404	0.007747953	-0.249810172	-0.151025806	-0.145137498	4.336983984	13.42449541	0.062416722	0.106291175
ENSMUSG00000029478	0.129487525	0.032497813	-0.042183059	0.061498696	0.025641585	-0.165999012	-0.191003592	5.560581714	13.41928959	0.062527976	0.106467961
ENSMUSG00000050240	0.400515197	0.183657877	0.083400135	-0.210062185	0.180735435	0.017134446	0.00012978	1.745419461	13.41799027	0.062555772	0.106502216
ENSMUSG00000020315	-0.014135989	0.164888986	-0.099486858	0.056765514	0.051709201	0.038680931	-0.02818826	6.886742791	13.4176534	0.06256298	0.106502216
ENSMUSG00000118168	-0.090557653	-0.281510924	0.064022775	0.241736284	0.129042571	-0.17127623	-0.242855786	3.591689641	13.41454201	0.062629595	0.106602932
ENSMUSG00000022948	-0.586771261	-0.005633112	-0.201418363	0.16689827	-0.091269087	-0.012992436	-0.299335891	1.499811768	13.41393547	0.062642589	0.106612366
ENSMUSG00000073490	0.028002903	0.205748363	0.460189044	0.372445672	0.263498603	0.297941989	0.228585004	2.813113033	13.41032108	0.062720069	0.106731535
ENSMUSG00000037466	-0.759499438	-1.208914003	-0.099331561	-0.507534226	-0.152361355	-1.177437849	-1.414073322	-1.352672651	13.4082945	0.062763551	0.106792827
ENSMUSG00000097174	0.613815126	0.043056529	0.212927461	0.528066113	-0.105718195	-0.250371449	-0.391329457	-0.291251741	13.40487881	0.062836899	0.106904916
ENSMUSG00000029771	0.034397483	0.222456467	-0.016622715	-0.093997431	-0.409410421	-0.520284068	-0.148972476	2.446903204	13.40433603	0.062848561	0.106912046
ENSMUSG00000073096	0.048384073	0.011453761	-0.137493732	0.267129441	0.231451661	-0.027138405	-0.070058779	2.912100505	13.40360682	0.062864233	0.106925993
ENSMUSG00000039191	0.029531335	0.057043101	-0.061762566	-0.106242578	-0.091904604	-0.116454638	0.140042877	4.073961219	13.39818539	0.062980861	0.107111631
ENSMUSG00000028621	-0.149987318	-0.233390993	0.022800942	-0.229878594	0.088086835	-0.104216714	-0.094125667	3.629132517	13.39709641	0.063004311	0.107138778
ENSMUSG00000019194	-0.340563827	0.207371061	-0.444065846	-0.17078233	-0.374326436	-0.271884468	-0.027937671	1.472601998	13.39635114	0.063020364	0.107153342
ENSMUSG00000022570	-0.191076381	-0.063458987	0.069705967	0.075954387	0.055941751	-0.058498489	-0.092634117	4.398410225	13.39096049	0.063136593	0.107338209
ENSMUSG00000035901	0.035853898	0.022567672	-0.069163583	-0.177762179	-0.078961358	-0.059655693	0.034974501	5.405241463	13.38608749	0.063241829	0.107496814
ENSMUSG00000052534	0.01332328	0.01988763	0.005582867	0.160041207	0.043966283	-0.075106657	-0.196688024	4.876689948	13.38594491	0.063244911	0.107496814
ENSMUSG00000028185	0.277436289	0.185124738	0.138101414	0.225763419	0.192342207	0.330808049	0.416434349	4.953807323	13.38528074	0.063259267	0.107508444
ENSMUSG00000073471	0.00631089	-0.107616015	0.15236598	-0.04432058	0.119651601	-0.038215964	-0.003802603	4.199708488	13.38444501	0.063277336	0.10752638
ENSMUSG00000032067	-0.007583095	-0.058771952	0.043514395	-0.163853293	-0.133442185	0.059909857	0.086955504	4.601643081	13.38342174	0.063299466	0.107551213
ENSMUSG00000050856	-0.056861301	0.036988907	0.184018837	-0.054350471	0.070526013	0.166108658	0.020412487	5.510780546	13.38120942	0.063347336	0.107619768
ENSMUSG00000006288	0.031975785	0.15951384	0.004164193	-0.004984915	-0.183199618	-0.14238475	-0.178660961	2.767281009	13.3789746	0.063395726	0.107689191
ENSMUSG00000020859	-0.033954843	0.089460917	0.016946877	-0.021429777	0.01151863	0.175392187	0.075199736	6.751674651	13.37824659	0.063411497	0.107703193
ENSMUSG00000064061	-0.03206986	-0.249907519	-0.049659064	0.098499842	0.460261263	0.499237168	0.340247239	0.725300518	13.37682156	0.063442378	0.107742854
ENSMUSG00000029823	-0.134952863	-0.134771525	0.012362925	0.020849596	-0.086465729	0.095625857	-0.109074258	5.721335029	13.37385444	0.06350672	0.107839325
ENSMUSG00000018012	-1.239889044	-0.890117408	0.113952524	0.167625943	0.244999202	0.50860047	-0.003135383	-1.372229181	13.37303121	0.063524583	0.107856857
ENSMUSG00000035172	-0.125316523	0.097822804	-0.353704954	-0.21338198	-0.104442569	-0.166911186	-0.115744737	3.632393386	13.37229081	0.063540652	0.10787134
ENSMUSG00000036002	0.312788636	0.367691252	0.103377598	0.082019125	0.105541332	0.054770195	0.168708584	4.582853094	13.3687397	0.063617775	0.107989456
ENSMUSG00000059291	0.044381044	0.147286851	0.012960331	0.165689723	0.167660108	0.127667647	0.059728265	7.150408493	13.36594483	0.063678534	0.108079771
ENSMUSG00000018287	-0.070755707	-0.025437948	0.092114296	-0.219705864	-0.006932516	-0.013130273	-0.171186311	4.249344655	13.36289044	0.063744996	0.108179742
ENSMUSG00000007030	-0.230095421	0.314781093	-0.145864942	1.036319242	-0.305804118	0.286777921	0.548343792	-1.109751059	13.36129075	0.06377983	0.10822602
ENSMUSG00000053644	0.048159036	-0.026287689	0.109061944	-0.104946296	0.051895192	0.115329417	0.027798857	9.313248704	13.36042991	0.063798582	0.108245003
ENSMUSG00000025510	-0.20481415	-0.166801547	-0.045349656	-0.231843728	-0.105830463	-0.142063305	-0.139882139	5.851875928	13.35600423	0.063895069	0.108395856
ENSMUSG00000002900	0.134153885	0.277954098	-0.092035158	0.066668569	-0.125950543	0.004352632	0.036050805	3.512696479	13.34945433	0.064038113	0.108625646
ENSMUSG00000054766	-0.02579951	0.01055281	0.076540264	0.157830793	0.014003923	-0.029908018	0.019694226	5.645492443	13.34501444	0.064135243	0.108773485
ENSMUSG00000032322	0.126968174	-0.428429895	-0.046916693	-0.033566196	-0.565252516	-2.2798273	-0.077462163	-1.250119074	13.34477556	0.064140473	0.108773485
ENSMUSG00000031595	-0.366219894	0.43857646	-0.308879325	-0.523543564	-0.413522303	-0.36274402	-0.67670937	-0.763439659	13.33954875	0.064255	0.108954793
ENSMUSG00000036875	0.050908442	-0.031419932	0.033899405	-0.125844983	0.113807202	0.3094192	0.35594502	2.143135109	13.3365223	0.0643214	0.10905446
ENSMUSG00000020654	0.169201069	0.157348052	-0.364803663	-0.251140851	0.09926382	0.10806884	-0.625299739	0.433941987	13.33435467	0.064368995	0.109122226
ENSMUSG00000021706	-0.147166106	-0.22608473	-0.153489015	-0.132465198	0.092307448	0.112619	0.030035584	3.322288849	13.33030506	0.064458001	0.109260168
ENSMUSG00000047502	0.11189163	0.532505708	-0.213302719	-0.450720481	0.16369155	0.954249735	0.304780064	-1.241586442	13.32797195	0.064509331	0.109334224
ENSMUSG00000042510	-0.101450727	-0.167157169	0.346756282	-0.089643733	0.652369964	0.236184566	0.186545523	1.355080674	13.32419518	0.064592503	0.109459571
ENSMUSG00000021681	-0.172118226	-0.069655495	-0.075087127	-0.048129384	0.038459261	0.088908639	0.053685053	4.820485725	13.32391897	0.064598589	0.109459571
ENSMUSG00000029550	0.189475197	0.122157583	0.121772435	0.243734542	0.196190647	0.231479052	0.191895378	4.356363628	13.32036861	0.064676871	0.109579239
ENSMUSG00000032826	-0.306636999	-0.109894299	0.174411459	-0.366095281	-0.339602053	-0.241866017	-0.117818523	1.558454205	13.31892646	0.064708693	0.10960808
ENSMUSG00000042439	-0.035415061	-0.332578185	-0.11210162	-0.042473808	-0.063999798	0.212995671	-0.208768095	2.246909011	13.31860073	0.064715883	0.10960808
ENSMUSG00000002102	-0.10540818	0.024553487	0.018724351	0.018012384	0.056896822	-0.073491667	-0.119487617	6.615745405	13.31855575	0.064716876	0.10960808
ENSMUSG00000036270	0.053698457	0.078212251	-0.07579468	0.157764121	0.083479231	-0.034269326	0.049196334	4.177186207	13.3156677	0.064780655	0.109703113
ENSMUSG00000053205	0.361142494	0.056433923	0.057365511	0.17006442	0.008913855	-0.080110972	-0.050459043	2.687677792	13.30631307	0.064987634	0.110032244
ENSMUSG00000030878	-0.822647125	-0.910446335	-0.399406915	-0.292612481	-0.205937616	-0.164140695	-0.695135637	-0.073113391	13.30618869	0.06499039	0.110032244
ENSMUSG00000022313	-0.279825296	-0.355198138	-0.03301496	-0.260649758	0.030526774	-0.168951219	0.164058285	1.868929014	13.3053367	0.065009272	0.11005119
ENSMUSG00000022204	0.256415072	0.351427158	0.118108779	0.101753511	0.191227153	0.159701362	0.173410102	3.547156392	13.30480648	0.065021025	0.110058065
ENSMUSG00000050890	-0.350570781	-0.304807782	-0.115904783	-0.286474447	-0.174179332	-0.089785522	-0.057811943	2.995510195	13.302232	0.06507812	0.110141678
ENSMUSG00000097746	-0.395842813	-0.302268344	-1.114313459	-1.046889318	-0.760545726	-1.115347216	-0.107165986	-1.470705031	13.29880999	0.065154083	0.110257199
ENSMUSG00000058070	-0.222704067	0.049606384	-0.32905436	0.04808486	0.001404818	-0.271417465	-0.086774519	2.080774363	13.29838343	0.065163558	0.110260192
ENSMUSG00000054871	0.455565109	-0.281368553	0.745085316	-0.174827528	0.179666912	1.0390742	0.713403096	-1.113522561	13.2960555	0.065215287	0.110334672
ENSMUSG00000002332	-0.203692406	-0.186671777	-0.015726208	-0.187154418	-0.039327193	-0.094061312	-0.120924517	6.964178219	13.29198368	0.065305858	0.110474842
ENSMUSG00000000838	-0.076685931	-0.05949961	0.138608841	0.099300831	-0.023886812	0.143841044	-0.09508754	3.860113412	13.29006069	0.065348672	0.110534199
ENSMUSG00000032612	-0.023378949	0.055516094	-0.01029362	0.040524262	-0.049255962	-0.100305753	-0.114683094	6.399959816	13.28754044	0.065404821	0.110616098
ENSMUSG00000026439	-0.03122092	-0.041333992	0.068787294	0.003092975	0.016149417	0.222662116	0.037493265	4.246857572	13.28109426	0.065548641	0.11084623
ENSMUSG00000101537	0.636187187	0.373938463	-0.235184868	0.052270179	0.088656285	-0.595624695	0.406266166	-0.423688204	13.28046572	0.065562679	0.110856868
ENSMUSG00000050428	-0.106792095	-0.025408177	0.207422199	0.171781161	0.360277467	0.243683199	0.091784833	2.551314798	13.27945727	0.065585209	0.110881859
ENSMUSG00000038736	-0.134752475	-0.01067919	-0.047491409	-0.141719134	-0.230501995	-0.317103689	-0.183115236	3.361130396	13.27817361	0.065613898	0.110917255
ENSMUSG00000070282	-0.117549019	0.325338631	-0.231568552	0.772234211	-0.41425413	-0.643295612	-0.460194848	-0.556703238	13.2755927	0.065671613	0.111001706
ENSMUSG00000025173	0.053787644	0.174235757	0.074447305	0.00040839	-0.132301226	-0.092640874	-0.051047538	4.965788491	13.27370426	0.065713873	0.111060016
ENSMUSG00000035772	-0.023559497	0.001593446	-0.046237618	-0.052888388	-0.131678237	-0.236116089	-0.128847731	4.995626186	13.27198745	0.065752314	0.111111858
ENSMUSG00000026315	0.351281822	0.288465471	-0.074994075	0.147070208	-0.203912853	0.291097138	0.52828282	1.295908389	13.26847775	0.065830962	0.111231626
ENSMUSG00000108957	-0.647153102	-0.630908461	0.218711135	0.503803488	0.54899641	0.756613717	0.450664938	-1.013282978	13.26614492	0.065883286	0.111285751
ENSMUSG00000031645	-0.206741666	-0.276517674	-0.048253367	-0.301529883	-0.385332127	-0.447295314	-0.335415334	4.02523749	13.26608152	0.065884708	0.111285751
ENSMUSG00000029716	0.08950775	0.052957109	0.063773163	0.224013176	0.101619745	0.013750539	-0.027178599	8.713343202	13.26600929	0.065886329	0.111285751
ENSMUSG00000022584	-0.221398735	1.099507858	0.32192745	-0.487961302	-0.632406633	-0.716926034	-0.968599982	-1.291106483	13.26080541	0.066003191	0.111469978
ENSMUSG00000051147	0.120458799	0.093268332	-0.006743014	-0.155212974	-0.017511374	0.281434258	0.017023193	3.342657099	13.25845755	0.066055978	0.111545961
ENSMUSG00000032035	-0.04759133	0.124779402	-0.155621563	0.13163984	0.025149515	0.125884612	0.080252969	4.298634576	13.25614114	0.066108095	0.111616859
ENSMUSG00000035509	-0.359162016	-0.135509852	-0.179057646	-0.280296798	-0.15066626	-0.59549185	-0.479719549	1.449568978	13.25589816	0.066113565	0.111616859
ENSMUSG00000106025	-0.479183743	0.340612131	-0.467945637	0.385019352	-1.007410738	-1.192709	-0.113447072	-1.082087372	13.25372712	0.066162449	0.111686211
ENSMUSG00000094483	-0.067670674	-0.052613831	-0.032261397	0.094894674	0.04887176	0.134110996	0.131289164	5.11712619	13.25274763	0.066184515	0.11171028
ENSMUSG00000029072	-0.18444916	0.227840921	-0.652754894	0.931908902	0.2692198	0.0477825	0.312563589	-1.292097916	13.24938495	0.066260321	0.111825037
ENSMUSG00000023156	-0.020665774	0.198640096	0.025249768	0.016977329	-0.00409247	-0.026833584	-0.162424666	3.627253362	13.24781947	0.066295638	0.111871446
ENSMUSG00000027649	0.149367213	0.389938372	0.149077363	0.264270351	0.260643569	0.15663303	0.18015039	3.614995774	13.24619857	0.066332225	0.111919985
ENSMUSG00000029648	-0.002630667	0.142824977	0.109502106	0.254105168	0.130244363	0.281578342	0.299587093	3.875002824	13.24321669	0.066399579	0.112020419
ENSMUSG00000099021	0.120544849	0.360757273	0.183801267	0.228043076	0.8626967	0.557788147	-0.053036701	0.901135369	13.2375211	0.066528403	0.112215038
ENSMUSG00000099250	0.120544463	0.360756879	0.183800764	0.228042754	0.862696133	0.55778797	-0.053037098	0.901135369	13.237423	0.066530624	0.112215038
ENSMUSG00000113622	-0.084471135	-0.157761504	0.42703845	-0.278833408	0.243252774	-0.016822271	0.437922728	0.2718195	13.23682004	0.066544276	0.112224834
ENSMUSG00000040481	0.076955196	0.075323187	-0.040310099	0.194452938	0.11485705	0.086067193	0.017715071	5.153031936	13.23394202	0.066609472	0.112321548
ENSMUSG00000021460	0.018549399	-0.115524016	0.059438823	0.052644203	0.127240882	0.024196507	-0.04106307	5.273803473	13.23344173	0.066620812	0.11232743
ENSMUSG00000017778	0.006063789	0.008810023	0.060242103	-0.069760147	0.05193101	0.175767909	0.021447915	7.027983473	13.23294882	0.066631985	0.112333033
ENSMUSG00000035342	-0.329247864	-0.180481567	-0.102728252	-0.229523451	-0.069760924	0.023940587	0.143636427	3.465204255	13.23176355	0.066658861	0.112365102
ENSMUSG00000028300	0.429575777	0.168124296	0.127224011	0.024686514	0.18201741	0.333154228	0.277582274	3.546080862	13.23026118	0.066692941	0.112409306
ENSMUSG00000005881	0.089576262	0.036642641	0.091323287	-0.100968185	0.060037698	0.081069572	0.114032141	6.044581508	13.22884541	0.066725071	0.112450215
ENSMUSG00000048997	0.646007556	0.322338404	0.481822096	0.145656576	0.393417207	0.321601843	0.631215121	0.772635666	13.22327696	0.066851582	0.112650151
ENSMUSG00000020982	-0.015271924	0.072084488	-0.025638839	0.101704384	-0.078010401	-0.110335172	-0.170273284	4.325942915	13.22081738	0.066907531	0.112731154
